Underfed_Traces,Fit_Traces
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
"{{'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}","{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
{},"{{'attributes': {}, 'events': [{'concept:name': 'T_55_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}], {'attributes': {}, 'events': [{'concept:name': 'T_18_ocupied'}, '..', {'concept:name': 'simulation_successful'}]}: [{'concept:name': 'simulation_successful'}]}"
